542.98,606.57,614.01,614.88,0,0
614.99,615.00,615.00,615.00,0,0
615.00,615.00,615.00,615.00,0,0
615.00,615.00,615.88,615.99,0,5
615.12,615.90,615.99,616.00,0,104
616.00,616.00,616.00,616.00,0,151
616.00,616.00,616.00,616.00,22,125
616.00,616.00,616.00,616.00,354,250
615.12,615.01,615.00,615.00,559,425
615.00,615.00,615.00,615.00,662,559
615.00,615.00,615.00,615.00,750,676
615.00,615.00,615.00,615.00,796,725
615.00,615.00,615.00,615.00,836,771
614.12,614.01,614.00,614.00,861,810
614.00,613.12,613.01,613.00,878,833
612.12,612.01,611.12,611.01,902,871
611.00,610.12,610.01,610.00,914,890
608.23,607.14,607.02,606.12,927,910
604.25,604.03,603.12,603.01,933,918
603.00,602.12,602.01,601.12,938,925
600.13,600.02,599.12,599.01,944,935
598.12,597.13,597.02,596.12,948,941
596.01,595.12,594.13,594.02,950,944
593.12,593.01,593.00,593.00,952,946
593.00,592.12,592.01,592.00,952,947
592.00,592.00,591.12,591.01,953,949
591.00,590.12,590.01,590.00,954,951
590.88,590.10,590.01,590.00,955,951
590.00,590.00,590.00,590.00,955,953
590.00,590.00,590.00,590.00,956,953
590.00,590.00,590.00,590.00,956,954
590.00,590.00,590.00,590.88,956,955
590.99,591.00,591.00,591.00,956,955
591.88,591.10,591.01,591.00,956,955
591.88,591.10,591.01,591.00,955,955
591.88,591.10,591.90,591.99,956,956
591.12,591.01,591.00,591.00,956,956
591.00,591.00,591.00,591.00,956,956
591.00,591.00,591.00,591.00,955,955
591.88,591.99,592.00,592.00,956,956
592.00,592.00,592.00,592.00,956,956
592.00,592.00,592.00,592.00,956,956
592.88,592.99,593.00,593.00,955,955
593.00,593.00,593.00,593.00,953,953
593.88,593.10,593.01,593.00,955,955
593.88,593.10,593.01,593.88,955,954
593.99,594.00,594.00,594.00,954,954
594.88,594.99,595.00,595.00,954,953
595.00,595.00,595.00,595.00,954,953
595.00,595.00,595.00,595.88,954,953
595.99,595.12,595.01,595.00,954,953
595.00,595.00,595.00,595.00,955,954
595.00,595.00,595.00,595.00,953,952
595.00,595.00,595.88,595.10,953,952
595.90,595.99,595.12,595.01,950,948
595.88,595.10,595.01,595.00,948,946
595.00,595.00,595.00,595.00,950,947
595.00,594.12,594.01,594.00,946,943
594.00,594.00,594.00,593.12,946,944
593.90,593.10,593.01,593.00,946,943
593.00,593.00,593.00,593.00,944,942
593.88,593.99,594.00,594.00,946,942
594.00,594.00,594.00,594.00,939,936
594.88,594.99,595.00,595.00,939,937
595.00,595.00,595.00,595.00,942,939
595.00,595.00,595.00,595.00,942,939
595.00,595.00,595.00,595.00,943,941
595.88,595.10,595.01,595.00,946,944
595.88,595.10,595.01,595.00,949,947
595.00,595.00,594.12,594.01,951,951
594.00,593.12,593.01,593.00,954,953
592.12,591.13,591.02,591.00,956,956
591.00,590.12,590.01,590.00,957,957
589.12,589.01,588.12,588.01,958,958
587.12,587.01,587.00,586.12,958,958
585.13,585.02,584.12,583.13,958,958
582.13,581.13,581.02,580.12,958,958
579.13,578.13,578.02,577.12,958,959
577.01,577.00,576.12,576.01,958,959
576.88,576.10,576.01,576.00,957,958
576.88,576.10,576.01,576.00,957,958
576.88,576.10,576.01,576.88,956,956
576.99,577.00,577.00,577.00,956,956
577.00,577.88,577.99,578.00,947,947
579.77,579.97,580.88,581.87,925,924
583.75,584.85,585.87,586.87,919,912
588.75,589.85,590.87,590.98,898,883
592.76,592.97,593.88,594.87,814,781
595.87,596.87,596.98,597.00,762,702
597.88,597.99,598.00,598.00,604,477
598.00,598.00,598.00,598.00,0,0
598.00,598.00,598.00,598.00,0,0
598.00,598.88,598.99,599.00,0,0
599.88,600.87,600.98,601.88,0,0
602.87,603.87,603.98,604.88,0,0
605.87,606.87,607.87,608.87,0,0
609.87,610.87,611.87,612.87,0,0
613.87,614.87,614.98,615.88,0,0
615.99,616.88,616.99,617.88,0,0
617.10,617.89,617.99,618.00,0,0
618.00,618.88,618.99,619.00,0,0
619.00,619.00,619.88,619.99,0,0
620.00,620.00,620.00,620.00,0,0
620.00,620.88,620.99,621.00,0,0
621.00,621.00,621.00,621.00,0,0
621.00,621.00,621.88,621.99,0,0
621.12,621.90,621.99,622.00,0,0
622.00,622.00,622.00,622.00,0,0
622.00,622.00,622.88,622.99,0,0
622.12,622.90,622.99,623.00,0,0
623.00,623.00,623.00,623.00,0,0
623.00,623.00,623.00,623.00,0,0
623.00,623.00,623.00,623.00,0,0
